time,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,playerName, xPos , yPos, zPos, xCamRot, yCamRot, score, PatchSelection,
309,Francisco,37.5,2.2,395,0,153.6,0, No Selection, ozmar,132,1.7,670,0,291,14, Forest, Daniel,84.9,5.1,624.7,0,173.1,9, Forest, JoseCuellar,179.7,0.5,192.1,0,171.4,15, Desert, Jose Angel Ruiz Garcia,116.9,1.4,463.9,0,199.3,12, No Selection, alan,164.6,1.4,219.8,0,0.2,12, Desert, damselfly,210.8,1.1,255.5,0,359.8,0, Desert, 
310,Francisco,40.3,2.3,392.1,0,90.6,0, No Selection, ozmar,120.6,1.2,673.9,0,283,14, Forest, Daniel,84.5,5.1,625.8,0,187.1,9, Forest, JoseCuellar,180.5,0.4,188.3,0,169.4,15, Desert, Jose Angel Ruiz Garcia,113.5,1.6,452.4,0,188.8,12, No Selection, alan,164.6,1.4,219.8,0,0.2,12, Desert, damselfly,210.8,1.1,267,0,359.8,0, Desert, 
311,Francisco,39.1,2.4,395.7,0,48.6,0, No Selection, ozmar,109.1,1.1,677.7,0,300.1,14, Forest, Daniel,83.4,4.8,622.7,0,197,9, Forest, JoseCuellar,181.8,0,176.9,0,175.5,15, Desert, Jose Angel Ruiz Garcia,112,2.2,440.8,0,184.8,12, No Selection, alan,163.5,1.6,224.3,0,347.9,12, Desert, damselfly,210.7,1.1,279.5,0,359.8,0, No Selection, 
312,Francisco,39.1,2.4,395.7,0,1.5,0, No Selection, ozmar,98.4,2.5,683.2,0,293,14, Forest, Daniel,79.2,2.9,612.5,0,204.7,9, Forest, JoseCuellar,181.8,0,175.3,0,184.5,15, Desert, Jose Angel Ruiz Garcia,111.2,2.8,428.8,0,181.5,12, No Selection, alan,156.8,1.9,232.6,0,347.9,12, Desert, damselfly,210.7,1.1,291,0,359.8,0, No Selection, 
313,Francisco,40,2.5,403.2,0,1.5,0, No Selection, ozmar,88,3.3,687.6,0,285.2,14, Forest, Daniel,77.9,1.9,609.4,0,208.2,9, Forest, JoseCuellar,181.8,0,175.3,0,184.5,15, Desert, Jose Angel Ruiz Garcia,110.9,3,416.6,0,181.5,12, No Selection, alan,156.9,1.8,235.9,0,347.9,12, Desert, damselfly,210.6,1.1,303,0,359.8,0, No Selection, 
314,Francisco,40,2.5,403.7,0,1.5,0, No Selection, ozmar,85.5,3.4,688.4,0,290.3,14, Forest, Daniel,78.1,2.1,610.4,0,208.2,9, Forest, JoseCuellar,181.8,0,175.3,0,184.5,15, Desert, Jose Angel Ruiz Garcia,110.5,2.6,404.6,0,181.5,12, No Selection, alan,157.4,1.8,235.8,0,347.9,12, Desert, damselfly,209.5,1.1,315.2,0,353.7,0, No Selection, 
315,Francisco,40,2.5,403.7,0,110.3,0, No Selection, ozmar,85.5,3.4,688.4,0,290.3,14, Forest, Daniel,78.1,2.1,610.4,0,208.2,9, Forest, JoseCuellar,177.8,-0.2,172.4,0,278.5,15, Desert, Jose Angel Ruiz Garcia,110.2,1.5,392.6,0,181.5,12, No Selection, alan,157.4,1.8,235.8,0,347.9,12, Desert, damselfly,208.2,0.5,326.7,0,353.7,0, No Selection, 
316,Francisco,40,2.5,403.7,0,180.6,0, No Selection, ozmar,85.5,3.4,688.4,0,290.3,14, Forest, Daniel,77.9,1,602.9,0,190.5,9, Forest, JoseCuellar,175,-0.2,172.6,0,277.2,15, Desert, Jose Angel Ruiz Garcia,109.9,1.2,381.1,0,181.5,12, No Selection, alan,158.2,1.8,239.7,0,23.7,12, Desert, damselfly,206.9,-1,338.4,0,353.7,0, No Selection, 
317,Francisco,40,2.5,396.5,0,174.9,0, No Selection, ozmar,77.5,2.6,690,0,270.1,15, Forest, Daniel,76.8,-1.8,589.7,0,187.3,9, Forest, JoseCuellar,175.2,-0.2,172.6,0,283.8,15, Desert, Jose Angel Ruiz Garcia,109.6,1.9,368.1,0,181.5,12, No Selection, alan,162.5,1.8,243.7,0,40.6,12, Desert, damselfly,205.5,-1.3,351.2,0,353.7,0, No Selection, 
318,Francisco,40,2.5,396.5,0,160.5,0, No Selection, ozmar,65.5,0.1,689.4,0,261.2,15, Forest, Daniel,77.2,-1.8,582.8,0,181.8,9, Forest, JoseCuellar,175.2,-0.2,172.6,0,283.8,15, Desert, Jose Angel Ruiz Garcia,109.3,1.8,355.9,0,181.5,12, No Selection, alan,163.6,1.8,243.9,0,40.6,12, Desert, damselfly,204.2,-1.4,362.9,0,353.7,0, No Selection, 
319,Francisco,40,2.5,396.5,0,148.9,0, No Selection, ozmar,63.5,0.1,689.2,0,267.6,15, Forest, Daniel,79.7,-3.3,571.4,0,181.8,9, Forest, JoseCuellar,170,-0.3,173.9,0,282.2,16, Desert, Jose Angel Ruiz Garcia,108.9,1.6,343.9,0,181.5,12, No Selection, alan,163.6,1.8,243.9,0,40.6,12, Desert, damselfly,202.9,-0.6,374.9,0,353.7,0, No Selection, 
320,Francisco,40,2.5,396.5,0,7.4,0, No Selection, ozmar,62.7,0.1,689.1,0,262.9,15, Forest, Daniel,79.3,-3.9,558.9,0,178.5,9, Forest, JoseCuellar,166.7,-0.1,174,0,274.6,16, Desert, Jose Angel Ruiz Garcia,108.6,1.6,331.6,0,181.5,12, No Selection, alan,163.6,1.8,243.9,0,40.6,12, Desert, damselfly,201.6,0,386.6,0,353.7,0, No Selection, 
321,Francisco,40,2.5,396.5,0,23.4,0, No Selection, ozmar,62.7,0.1,689.1,0,262.9,15, Forest, Daniel,79.6,-4.4,547.1,0,178.5,9, Forest, JoseCuellar,166.3,-0.1,174.1,0,279.1,16, Desert, Jose Angel Ruiz Garcia,108.3,1.9,319.9,0,181.5,12, No Selection, alan,161.6,2,251.4,0,40.6,12, Desert, damselfly,200.4,1.1,398,0,353.7,0, No Selection, 
322,Francisco,40,2.5,396.5,0,167.4,0, No Selection, ozmar,62.7,0.1,689.1,0,262.9,15, Forest, Daniel,79.9,-2.1,535.2,0,178.5,9, Forest, JoseCuellar,166.3,-0.1,174.1,0,279.1,16, Desert, Jose Angel Ruiz Garcia,108,2.1,308.4,0,181.5,12, No Selection, alan,163.1,1.9,250.9,0,40.6,12, Desert, damselfly,199.1,1.1,409.7,0,353.7,0, No Selection, 
323,Francisco,39.1,2.4,396.3,0,167.4,0, No Selection, ozmar,54.7,0.6,684.5,0,227.3,15, Forest, Daniel,80.2,0.7,522.7,0,182,9, Forest, JoseCuellar,162.8,0.3,174.4,0,269,17, Desert, Jose Angel Ruiz Garcia,107.7,1.6,296.4,0,181.5,12, No Selection, alan,163.6,1.9,251.5,0,48.4,12, Desert, damselfly,198.3,1.1,422.8,0,1.5,0, No Selection, 
324,Francisco,36.1,2.2,390.2,0,154.4,0, No Selection, ozmar,53.5,0.9,683.1,0,194.6,15, Forest, Daniel,79.8,1.1,510.7,0,182,9, Forest, JoseCuellar,156,0.8,165.9,0,187.2,17, Desert, Jose Angel Ruiz Garcia,107.4,1.1,283.7,0,181.5,12, No Selection, alan,163.6,1.9,251.5,0,48.4,12, Desert, damselfly,198.6,1.1,435.1,0,1.5,0, No Selection, 
325,Francisco,34.7,2.1,394.9,0,36.3,0, No Selection, ozmar,53.5,0.9,683.1,0,186.9,15, Forest, Daniel,79.4,1.9,498.7,0,182,9, Forest, JoseCuellar,157.3,1,160,0,159.3,17, Desert, Jose Angel Ruiz Garcia,107.1,1.1,271.9,0,181.5,12, Desert, alan,167.6,1.7,255.4,0,46,12, Desert, damselfly,198.9,1.1,445.9,0,1.5,0, No Selection, 
326,Francisco,37.5,2.4,401.1,0,18.7,0, No Selection, ozmar,53.5,0.9,683.1,0,186.9,15, Forest, Daniel,79,3.2,486.7,0,182,9, Forest, JoseCuellar,157.3,1,160,0,156.7,17, Desert, Jose Angel Ruiz Garcia,106.8,1.2,260.6,0,181.5,12, Desert, alan,172.7,1.3,260.4,0,46,12, Desert, damselfly,199.2,1.1,457.9,0,1.5,0, No Selection, 
327,Francisco,42.7,2.5,407.9,0,89.7,0, No Selection, ozmar,52.5,2.7,675.4,0,186.9,15, Forest, Daniel,78.6,1.6,475.4,0,182,9, Forest, JoseCuellar,157.3,1,160,0,156.7,17, Desert, Jose Angel Ruiz Garcia,106.4,2.4,248.9,0,181.5,12, Desert, alan,172.1,1.3,259.8,0,46,12, Desert, damselfly,201.9,1.1,469.1,0,24.7,0, No Selection, 
328,Francisco,40.5,2.5,406.3,0,52.8,0, No Selection, ozmar,51.1,3,664.1,0,189.7,15, Forest, Daniel,78.1,2.1,463,0,182,9, No Selection, JoseCuellar,158.6,1.1,156.9,0,156.7,17, Desert, Jose Angel Ruiz Garcia,105.3,3,236,0,192.9,12, Desert, alan,172.1,1.3,259.8,0,46,12, Desert, damselfly,206.9,1.1,480,0,24.7,0, Forest, 
329,Francisco,39.7,2.5,405.7,0,109.8,0, No Selection, ozmar,51.1,2.8,652.5,0,163.9,15, Forest, Daniel,77.7,2.8,450.7,0,182,9, No Selection, JoseCuellar,165,1.3,147.4,0,134.8,17, Desert, Jose Angel Ruiz Garcia,107.8,2.5,224.5,0,173.1,12, Desert, alan,172.1,1.3,259.8,0,61.5,12, Desert, damselfly,212.2,1.1,491.6,0,24.7,0, Forest, 
330,Francisco,35.9,2.3,399.5,0,165,0, No Selection, ozmar,51.9,2.5,649,0,161,15, Forest, Daniel,77.3,2.8,438.7,0,182,9, No Selection, JoseCuellar,171.8,1.3,143.3,0,141.6,17, Desert, Jose Angel Ruiz Garcia,108.6,1.6,215.7,0,187,12, Desert, alan,179.8,1.3,255.6,0,136.5,12, Desert, damselfly,217.3,1.1,502.5,0,24.7,0, Forest, 
331,Francisco,33.3,2,397.6,0,158.7,0, No Selection, ozmar,51.9,2.5,649,0,161,15, Forest, Daniel,76.9,1.8,426.7,0,182,9, No Selection, JoseCuellar,172.1,1.3,142.7,0,150,17, Desert, Jose Angel Ruiz Garcia,108.6,1.6,215.7,0,187,12, Desert, alan,179.4,1.4,255.8,0,136.5,12, Desert, damselfly,221,1.1,512,0,24.7,0, Forest, 
332,Francisco,34.1,2.1,398,0,60.9,0, No Selection, ozmar,51.9,2.5,649,0,161,15, Forest, Daniel,76.5,1.2,415.5,0,182,9, No Selection, JoseCuellar,172.1,1.3,142.7,0,150,17, Desert, Jose Angel Ruiz Garcia,108.6,1.6,215.7,0,187,12, Desert, alan,178.6,1.4,255.9,0,136.5,12, Desert, damselfly,210.6,1.1,516.8,0,24.7,0, Forest, 
333,Francisco,34.1,2.1,398,0,60.9,0, No Selection, ozmar,52.9,2.2,643.4,0,177,16, Forest, Daniel,76.1,1.1,403.2,0,182,9, No Selection, JoseCuellar,172.6,1.3,142,0,150,17, Desert, Jose Angel Ruiz Garcia,108.6,1.6,215.7,0,187,12, Desert, alan,178.7,1.4,256,0,136.5,12, Desert, damselfly,199.9,1.1,521.7,0,24.7,0, Forest, 
334,Francisco,34.9,2.2,398.4,0,60.9,0, No Selection, ozmar,53.1,1.7,635.3,0,185.4,16, Forest, Daniel,75.7,1.1,391.5,0,182,9, No Selection, JoseCuellar,178.5,1.2,135,0,137.7,17, Desert, Jose Angel Ruiz Garcia,109.5,1.2,207.2,0,160.4,13, Desert, alan,185.1,1.2,257.2,0,136.5,12, Desert, damselfly,199.7,2.4,527.3,0,24.7,0, Forest, 
335,Francisco,40.6,2.6,401.6,0,60.9,0, No Selection, ozmar,53,1.7,634.3,0,185.4,16, Forest, Daniel,75.3,1.4,379.5,0,182,9, No Selection, JoseCuellar,178.9,1.2,134.5,0,137.7,17, Desert, Jose Angel Ruiz Garcia,109.6,1.2,207.2,0,160.4,13, Desert, alan,186.2,1.2,255.5,0,136.5,12, Desert, damselfly,204.5,5.5,537.8,0,24.7,0, Forest, 
336,Francisco,40.6,2.6,401.6,0,59.7,0, No Selection, ozmar,53,1.7,634.3,0,185.4,16, Forest, Daniel,74.8,1.8,367.5,0,184.7,9, No Selection, JoseCuellar,178.9,1.2,134.5,0,137.7,17, Desert, Jose Angel Ruiz Garcia,109.6,1.2,207.2,0,160.4,13, Desert, alan,187.1,1.2,255.2,0,136.5,12, Desert, damselfly,209.4,4.9,548.5,0,24.7,0, Forest, 
337,Francisco,40.6,2.6,401.6,0,9.6,0, No Selection, ozmar,53,1.7,634.1,0,185.4,16, Forest, Daniel,73.8,1.7,355.5,0,184.7,9, No Selection, JoseCuellar,179,1.2,134.4,0,139.7,17, Desert, Jose Angel Ruiz Garcia,109.6,1.2,207.2,0,160.4,13, Desert, alan,187.6,1.2,255.2,0,136.5,12, Desert, damselfly,214.1,2.5,559,0,3.4,0, Forest, 
338,Francisco,41.8,2.4,408.8,0,9.6,0, No Selection, ozmar,49.7,1.5,623.6,0,198.1,16, Forest, Daniel,72.9,1.1,343.6,0,184.7,9, No Selection, JoseCuellar,180.8,0.5,127.7,0,184.9,17, Desert, Jose Angel Ruiz Garcia,112.4,1,202.3,0,130.6,14, Desert, alan,187.6,1.2,255.2,0,136.5,12, Desert, damselfly,215.3,0.9,570.4,0,3.4,0, Forest, 
339,Francisco,42,2.3,415.4,0,9.6,0, No Selection, ozmar,47.3,1.3,612.1,0,186.1,16, Forest, Daniel,71.9,1.1,331.4,0,184.7,9, No Selection, JoseCuellar,180.6,0.5,127.1,0,192.2,17, Desert, Jose Angel Ruiz Garcia,115.6,0.9,199.4,0,142.7,14, Desert, alan,189.5,1.6,247.8,0,179.5,12, Desert, damselfly,216,0.1,583.3,0,3.4,0, Forest, 
340,Francisco,39.2,2.1,416.7,0,37,0, No Selection, ozmar,47.4,1.3,599.9,0,177.4,16, Forest, Daniel,70.9,1.1,319.4,0,184.7,9, No Selection, JoseCuellar,180.6,0.5,127.1,0,192.2,17, Desert, Jose Angel Ruiz Garcia,115.6,0.9,199.4,0,149.5,14, Desert, alan,188.6,1.6,247.9,0,179.5,12, Desert, damselfly,216.7,-2.2,595,0,3.4,0, Forest, 
341,Francisco,42.8,2.2,421.6,0,37,0, No Selection, ozmar,47.9,1.2,588.4,0,177.4,16, Forest, Daniel,69.9,1.1,307,0,184.7,9, No Selection, JoseCuellar,180.6,0.5,127.1,0,192.2,17, Desert, Jose Angel Ruiz Garcia,115.6,0.9,199.4,0,149.5,14, Desert, alan,188.6,1.6,247.9,0,179.5,12, Desert, damselfly,217.4,-1.5,606.8,0,3.4,0, Forest, 
342,Francisco,43.8,2.3,421.8,0,37,0, No Selection, ozmar,48,1.1,576.1,0,181.3,16, Forest, Daniel,68.9,1.1,295,0,184.7,9, No Selection, JoseCuellar,180.5,-0.3,119.7,0,178.2,17, Desert, Jose Angel Ruiz Garcia,116.5,1,196.6,0,165.2,14, Desert, alan,188.6,1.6,247.9,0,179.5,12, Desert, damselfly,218.2,0.6,619.5,0,3.4,0, Forest, 
343,Francisco,43.8,2.3,421.8,0,37,0, No Selection, ozmar,47.6,0.8,564.2,0,181.3,16, Forest, Daniel,67.9,1.6,283.1,0,184.7,9, No Selection, JoseCuellar,180.5,-0.2,120.2,0,178.2,17, Desert, Jose Angel Ruiz Garcia,116,1.3,191.4,0,171.8,14, Desert, alan,186.3,2,239.3,0,191.8,12, Desert, damselfly,218.9,2.6,631.5,0,3.4,0, Forest, 
344,Francisco,43.8,2.3,421.8,0,37,0, No Selection, ozmar,49.1,-0.3,552.1,0,170.3,16, Forest, Daniel,65.7,2.3,270.8,0,193.5,9, Desert, JoseCuellar,180.5,-0.2,120.2,0,178.2,17, Desert, Jose Angel Ruiz Garcia,118.8,1.4,180.8,0,184.1,14, Desert, alan,188.6,2.1,228.5,0,177.5,12, Desert, damselfly,220.1,4.3,643.1,0,9.7,0, Forest, 
345,Francisco,42.6,2.4,415.2,0,159.1,0, No Selection, ozmar,51.9,-1.3,540.8,0,133.9,16, Forest, Daniel,63.2,2.3,260.1,0,193.5,9, Desert, JoseCuellar,180.5,-0.3,119.3,0,178.2,17, Desert, Jose Angel Ruiz Garcia,117.6,1.3,175,0,191.6,14, Desert, alan,189.9,2.9,222.1,0,177.5,12, Desert, damselfly,220.9,4.8,654.6,0,3.8,0, Forest, 
346,Francisco,37.5,2.3,404.1,0,174.1,0, No Selection, ozmar,58.8,-1.2,531.4,0,152.4,16, Forest, Daniel,60.8,2.1,248.1,0,186.8,9, Desert, JoseCuellar,182.3,-0.6,110.3,0,193.2,17, Desert, Jose Angel Ruiz Garcia,117.6,1.3,175,0,181.6,14, Desert, alan,189.7,2.1,224,0,177.5,12, Desert, damselfly,221.8,3.3,667.8,0,3.8,0, Forest, 
347,Francisco,36.3,2.1,393,0,174.1,0, No Selection, ozmar,64.4,0.9,520.7,0,152.4,16, Forest, Daniel,60.5,2.4,241.4,0,176,9, Desert, JoseCuellar,181.8,-0.6,110,0,233.8,17, Desert, Jose Angel Ruiz Garcia,117.6,1.3,175,0,181.6,14, Desert, alan,189.7,2.1,224,0,182.8,12, Desert, damselfly,222.6,1.3,678.8,0,3.8,0, Forest, 
348,Francisco,36.2,2.3,381.6,0,162.6,0, No Selection, ozmar,69.4,1.1,509.9,0,158.4,16, Forest, Daniel,61,2.4,240.9,0,176,9, Desert, JoseCuellar,182.1,-0.6,110.3,0,233.8,17, Desert, Jose Angel Ruiz Garcia,117.6,1.3,174.4,0,174.1,14, Desert, alan,189.7,2.1,224,0,182.8,12, Desert, damselfly,223.3,1.4,690.3,0,4,0, Forest, 
349,Francisco,36.7,2.5,377.2,0,144.9,0, No Selection, ozmar,73.7,2.1,498.7,0,162.5,16, Forest, Daniel,61,2.4,240.7,0,176,9, Desert, JoseCuellar,182.1,-0.6,110.3,0,230.2,17, Desert, Jose Angel Ruiz Garcia,120.1,1.5,163.4,0,160.1,14, Desert, alan,189,1.9,221.2,0,199.3,12, Desert, damselfly,228.1,2.3,702,0,28.1,0, No Selection, 
350,Francisco,46.3,2.4,375.5,0,160.9,0, No Selection, ozmar,78.4,3.4,486.9,0,105.5,16, Forest, Daniel,61.1,2.5,239.9,0,176,9, Desert, JoseCuellar,175.4,-0.3,102.1,0,259.1,17, Desert, Jose Angel Ruiz Garcia,124,0.6,152.8,0,160.1,14, Desert, alan,185,1.3,209.9,0,199.3,12, Desert, damselfly,233.7,2.9,712.6,0,28.1,0, No Selection, 
351,Francisco,48.1,2.3,372.2,0,160.9,0, No Selection, ozmar,86.8,1.5,481.2,0,79.7,16, Forest, Daniel,61.9,3.6,227.9,0,176,9, Desert, JoseCuellar,175.2,-0.3,102,0,279.5,17, Desert, Jose Angel Ruiz Garcia,124.3,0.6,151.8,0,154.8,14, Desert, alan,181.9,1.1,200.9,0,199.3,12, Desert, damselfly,240.4,2.8,720.9,0,75.7,0, No Selection, 
352,Francisco,48.1,2.3,372.2,0,169.3,0, No Selection, ozmar,95.1,1.1,490.2,0,41.7,16, Forest, Daniel,59.5,3.8,217.7,0,179.7,9, Desert, JoseCuellar,175.2,-0.3,102,0,274,17, Desert, Jose Angel Ruiz Garcia,124.3,0.6,151.8,0,154.8,14, Desert, alan,181.6,1,200.2,0,199.3,12, Desert, damselfly,253.3,2.6,723.7,0,95.9,0, No Selection, 
353,Francisco,48.9,2.2,366.5,0,162.6,0, No Selection, ozmar,103.8,1.1,497.7,0,52.5,16, Forest, Daniel,61,3.7,217.1,0,179.7,9, Desert, JoseCuellar,173.5,-0.3,102,0,274,17, Desert, Jose Angel Ruiz Garcia,124.3,0.6,151.8,0,154.8,14, Desert, alan,181.6,1,200.2,0,199.3,12, Desert, damselfly,265,3.8,722.5,0,95.9,0, No Selection, 
354,Francisco,46.4,2.2,369.1,0,162.6,0, No Selection, ozmar,115.2,1.1,500.3,0,66.2,16, Forest, Daniel,61,3.7,216.5,0,179.7,9, Desert, JoseCuellar,166.5,0,102.5,0,274.4,17, Desert, Jose Angel Ruiz Garcia,125.6,0.7,144.6,0,172.5,14, Desert, alan,181.6,1,200.2,0,199.3,12, Desert, damselfly,274.4,3.9,726.6,0,5.5,0, No Selection, 
355,Francisco,46.1,2.3,370.2,0,83.6,0, No Selection, ozmar,123,1.1,503.1,0,81.3,16, Forest, Daniel,61,3.7,216.5,0,179.7,9, Desert, JoseCuellar,167.6,-0.1,102.5,0,279.5,17, Desert, Jose Angel Ruiz Garcia,125.6,0.7,144.3,0,182,14, Desert, alan,180.8,0.7,195.9,0,192.9,12, Desert, damselfly,275.6,3.1,736.9,0,5.5,0, No Selection, 
356,Francisco,45,2.4,372.5,0,20.6,0, No Selection, ozmar,123.2,1.1,503.2,0,85.8,16, Forest, Daniel,61,3.7,215.2,0,179.7,9, Desert, JoseCuellar,167.6,-0.1,102.5,0,279.5,17, Desert, Jose Angel Ruiz Garcia,125.6,0.7,144.3,0,189.4,14, Desert, alan,181,0.5,192,0,192.9,12, Desert, damselfly,276.8,3.1,736.9,0,5.5,0, No Selection, 
357,Francisco,48,2.3,382.4,0,20.6,0, No Selection, ozmar,123.2,1.1,503.2,0,85.8,16, Forest, Daniel,60.8,3.8,203.6,0,179.7,9, Desert, JoseCuellar,167.6,-0.1,102.5,0,279.5,17, Desert, Jose Angel Ruiz Garcia,125.6,0.7,144.3,0,189.4,14, Desert, alan,180.7,0.5,192,0,192.9,12, Desert, damselfly,275.5,3.1,736.9,0,306.7,0, No Selection, 
358,Francisco,48,2.3,382.4,0,107,0, No Selection, ozmar,123.2,1.1,503.2,0,85.8,16, Forest, Daniel,60.8,4,200.5,0,179.7,9, Desert, JoseCuellar,159.1,0.4,108.8,0,315.4,17, Desert, Jose Angel Ruiz Garcia,124.7,0.9,138.4,0,189.4,14, Desert, alan,180.7,0.5,192,0,192.9,12, Desert, damselfly,264.2,2.2,737,0,257.8,0, No Selection, 
359,Francisco,48,2.3,382.4,0,116,0, No Selection, ozmar,130.5,1.1,503.7,0,85.8,16, Forest, Daniel,60.4,4.1,200,0,179.7,9, Desert, JoseCuellar,158.8,0.4,109.2,0,308,17, Desert, Jose Angel Ruiz Garcia,124,1,134.7,0,189.4,14, Desert, alan,179.7,0.3,187.7,0,195.4,12, Desert, damselfly,253.5,1.5,732.7,0,245.8,0, No Selection, 
360,Francisco,48,2.3,382.4,0,63,0, No Selection, ozmar,130.9,1.1,503.7,0,85.8,16, Forest, Daniel,60.4,4.1,200,0,177.6,9, Desert, JoseCuellar,158.8,0.4,109.2,0,305.5,17, Desert, Jose Angel Ruiz Garcia,124,1,134.7,0,189.4,14, Desert, alan,172.2,-0.4,178.7,0,244,12, Desert, damselfly,242.6,1.9,727.8,0,245.8,0, No Selection, 
361,Francisco,51.4,2.1,383,0,142,0, No Selection, ozmar,130.9,1.1,503.7,0,85.8,16, Forest, Daniel,60.4,4.1,199.7,0,177.6,9, Desert, JoseCuellar,157.5,0.4,109.7,0,304.2,17, Desert, Jose Angel Ruiz Garcia,124,1,134.7,0,189.4,14, Desert, alan,166.3,-0.2,175.3,0,244.8,12, Desert, damselfly,231.9,2.1,722.9,0,245.8,0, No Selection, 
362,Francisco,52,2.1,383.6,0,207.4,0, No Selection, ozmar,131.6,1.1,503.9,0,85.8,16, Forest, Daniel,60.8,4.6,190.2,0,177.6,9, Desert, JoseCuellar,152.2,0.6,113.3,0,304.2,17, Desert, Jose Angel Ruiz Garcia,123.6,1.1,131.8,0,189.4,14, Desert, alan,166.3,-0.2,175.3,0,244.8,12, Desert, damselfly,220.9,1.6,718,0,245.8,0, Forest, 
